4,16,24,29,30,32
14,20,26,34,38,46
2,17,32,39,47,49
3,4,14,28,31,42
9,15,25,28,38,44
12,21,26,40,44,47
15,16,20,21,24,37
1,3,4,19,23,40
4,14,25,28,37,44
4,14,15,23,28,44
14,21,35,37,45,49
13,15,21,24,38,45
4,15,21,24,37,48
6,7,22,28,29,46
12,16,28,31,35,47
5,10,14,19,29,30
4,11,15,21,36,41
2,13,17,36,45,49
5,27,29,33,40,44
8,21,24,32,37,44
15,18,28,30,37,49
